"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"5335",40," ?",397346," Assoc-acdm",12," Divorced"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5336",42," Private",279914," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5337",66," Private",216856," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"," <=50K"
"5338",47," Self-emp-not-inc",199058," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5339",24," Private",296045," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2635,0,38," United-States"," <=50K"," <=50K"
"5340",21," Private",197997," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5341",18," Private",140164," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5342",51," Private",177705," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"5343",29," Private",275110," Some-college",10," Separated"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,42," United-States"," <=50K"," <=50K"
"5344",65," ?",115513," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",5556,0,48," United-States"," >50K"," >50K"
"5345",36," Private",41490," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5346",37," Self-emp-not-inc",168496," HS-grad",9," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"," <=50K"
"5347",18," Private",25828," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"," <=50K"
"5348",33," Self-emp-not-inc",42485," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States"," <=50K"," <=50K"
"5349",53," Private",104413," HS-grad",9," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"," <=50K"
"5350",24," Private",177526," Assoc-voc",11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5351",34," Self-emp-not-inc",213226," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1485,35," ?"," <=50K"," <=50K"
"5352",62," Private",96099," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5353",26," Private",153078," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",0,0,80," ?"," <=50K"," >50K"
"5354",64," Private",60940," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",8614,0,50," France"," >50K"," >50K"
"5355",66," Federal-gov",47358," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3471,0,40," United-States"," <=50K"," <=50K"
"5356",40," Self-emp-not-inc",33658," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5357",29," Private",263005," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," Germany"," >50K"," <=50K"
"5358",30," ?",96851," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Female",0,1719,25," United-States"," <=50K"," <=50K"
"5359",24," Private",308205," 7th-8th",4," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"5360",26," Private",61603," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," Other"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"5361",30," Self-emp-inc",173858," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,1902,40," South"," >50K"," >50K"
"5362",18," Private",97963," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"5363",41," Private",173370," Bachelors",13," Separated"," Sales"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"5364",38," Private",111128," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5365",26," Private",314798," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"5366",20," Private",482732," 10th",6," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5367",61," Private",68268," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," <=50K"
"5368",19," ?",365871," 7th-8th",4," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"," <=50K"
"5369",24," Self-emp-not-inc",143062," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5370",71," Private",182395," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",11678,0,45," United-States"," >50K"," >50K"
"5371",17," Private",240143," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5372",24," Private",99386," Bachelors",13," Married-spouse-absent"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5373",49," Private",84013," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"5374",40," Private",32627," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," <=50K"
"5375",27," Private",145784," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Amer-Indian-Eskimo"," Female",0,0,45," United-States"," <=50K"," <=50K"
"5376",47," Local-gov",128401," Doctorate",16," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5377",34," Private",82623," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"5378",54," Private",170562," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"," >50K"
"5379",38," Private",189404," HS-grad",9," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,35," ?"," <=50K"," <=50K"
"5380",43," Private",180599," Bachelors",13," Separated"," Exec-managerial"," Unmarried"," White"," Male",8614,0,40," United-States"," >50K"," >50K"
"5381",59," Private",200700," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,48," United-States"," >50K"," >50K"
"5382",22," Private",156933," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,25," United-States"," <=50K"," <=50K"
"5383",59," ?",182836," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," >50K"
"5384",53," State-gov",50048," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States"," >50K"," >50K"
"5385",55," Private",124137," HS-grad",9," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," Poland"," <=50K"," <=50K"
"5386",38," Private",169926," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1902,40," United-States"," >50K"," >50K"
"5387",32," Private",604506," HS-grad",9," Married-civ-spouse"," Transport-moving"," Own-child"," White"," Male",0,0,72," Mexico"," <=50K"," <=50K"
"5388",37," Private",188377," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5389",33," Private",40681," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5390",50," Private",268553," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7298,0,40," United-States"," >50K"," >50K"
"5391",55," Federal-gov",305850," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States"," >50K"," >50K"
"5392",33," Private",247205," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," England"," >50K"," <=50K"
"5393",45," ?",215943," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5394",38," Private",54317," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"5395",73," Self-emp-not-inc",161251," HS-grad",9," Widowed"," Craft-repair"," Not-in-family"," White"," Male",0,0,24," United-States"," <=50K"," <=50K"
"5396",17," Private",140027," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"5397",24," State-gov",147719," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,20," India"," <=50K"," <=50K"
"5398",18," ?",331511," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"5399",30," State-gov",169496," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5400",17," Private",198606," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"," <=50K"
"5401",36," Private",146625," 11th",7," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,12," United-States"," <=50K"," <=50K"
"5402",50," Self-emp-inc",123429," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," Italy"," >50K"," >50K"
"5403",23," Private",193586," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"5404",46," Private",167915," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5405",23," Federal-gov",350680," Assoc-acdm",12," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," Poland"," <=50K"," <=50K"
"5406",46," State-gov",238648," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",7298,0,40," United-States"," >50K"," >50K"
"5407",20," Private",289405," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,1602,15," United-States"," <=50K"," <=50K"
"5408",59," Private",98350," HS-grad",9," Divorced"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," China"," <=50K"," <=50K"
"5409",49," Private",173115," 10th",6," Separated"," Exec-managerial"," Not-in-family"," Black"," Male",4416,0,99," United-States"," <=50K"," <=50K"
"5410",24," Private",214542," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,60," Canada"," <=50K"," <=50K"
"5411",47," Private",125120," Bachelors",13," Divorced"," Craft-repair"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"5412",29," Self-emp-not-inc",164607," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"5413",31," Private",151053," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",5178,0,40," United-States"," >50K"," >50K"
"5414",44," Private",105862," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,70," United-States"," >50K"," >50K"
"5415",49," State-gov",194895," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5416",42," Private",181265," Assoc-voc",11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," United-States"," <=50K"," <=50K"
"5417",23," Private",217961," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,45," Outlying-US(Guam-USVI-etc)"," <=50K"," <=50K"
"5418",31," Self-emp-not-inc",81030," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5419",52," Private",317032," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"," >50K"
"5420",50," Self-emp-not-inc",167728," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"5421",36," Private",356838," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," Canada"," >50K"," <=50K"
"5422",51," Private",183611," Assoc-acdm",12," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,55," Germany"," <=50K"," <=50K"
"5423",46," Federal-gov",199925," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5424",36," Private",111128," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"5425",62," Private",134768," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," ?"," >50K"," >50K"
"5426",73," ?",132737," 10th",6," Never-married"," ?"," Not-in-family"," White"," Male",0,0,4," United-States"," <=50K"," <=50K"
"5427",41," Private",112507," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"5428",36," Private",162164," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,44," United-States"," <=50K"," <=50K"
"5429",28," Private",92262," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5430",21," Private",394484," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"5431",30," Private",41493," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," Canada"," <=50K"," <=50K"
"5432",19," Private",172368," 11th",7," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"5433",36," Private",112264," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"5434",49," Private",240869," 7th-8th",4," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"5435",50," Private",160724," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",7298,0,40," Philippines"," >50K"," >50K"
"5436",41," Private",222142," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5437",31," Private",128493," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"5438",56," Private",125000," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"5439",33," Private",206051," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5440",20," Private",224217," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5441",22," ?",219941," Some-college",10," Never-married"," ?"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"5442",36," Private",143486," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
